"Title","Edition","ISBN","Publisher Name","Publishing Year","Serial Title","Call Number","Language","publishing place","Classification","Notes","Image","File Attach",,"Subject","Item Start value","Specific Detail Info","Copies","Price","label","Supplier","Subtitle","Keyword","Book review","Standards","Frequency"
"SEE AND READ: THE TOWN MOUSE AND THE COUNTRY MOUSE",,"978-81-319-1875-3","B.JAIN",,,,,,"823/SEE",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"SEE AND READ:THE ADVENTURES OF PINOCCHIO",,"978-81-319-1873-9","B.JAIN",,,,,,"823/SEE",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"SEE AND READ: SNOW WHITE AND THE SEVEN DWARFS",,"978-81-319-1874-6","B.JAIN",,,,,,"823/SEE",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"POP- UP BOOKS:ALADDIN & HIS ADVENTURES: ALADDIN & THE MUMMY SCARE",,"978-81-319-1917-0","B.JAIN",,,,,,"823/POP",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"POP- UP BOOKS:ALADDIN & HIS ADVENTURES: ALADDIN & THE WICKED SQUID",,"978-81-319-1918-7","B.JAIN",,,,,,"823/POP",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"POP- UP BOOKS:ALADDIN & HIS ADVENTURES: ALADDIN'S ADVENTURES IN CHINA",,"978-81-319-1919-4","B.JAIN",,,,,,"823/POP",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"POP- UP BOOKS:ALADDIN & HIS ADVENTURES: ALADDIN & THE CUNNING MAGICIAN",,"978-81-319-1920-0","B.JAIN",,,,,,"823/POP",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ILLUSTRATED SHAKESPEARE STORIES: THE MERCHANT OF VENICE",,"978-81-319-1953-8","B.JAIN",,,,,,"823/SHA",,,,"SHAKESPEARE;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ILLUSTRATED SHAKESPEARE STORIES: THE COMEDY OF ERRORS",,"978-81-319-1949-1","B.JAIN",,,,,,"823/SHA",,,,"SHAKESPEARE;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ILLUSTRATED SHAKESPEARE STORIES: THE TRAGEDY OF HAMLET",,"978-81-319-1951-4","B.JAIN",,,,,,"823/SHA",,,,"SHAKESPEARE;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ILLUSTRATED SHAKESPEARE STORIES: THE TEMPEST",,"978-81-319-1954-5","B.JAIN",,,,,,"823/SHA",,,,"SHAKESPEARE;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ILLUSTRATED SHAKESPEARE STORIES: KING LEAR",,"978-81-319-1952-1","B.JAIN",,,,,,"823/SHA",,,,"SHAKESPEARE;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ILLUSTRATED SHAKESPEARE STORIES: THE TRAGEDY OF MACBETH",,"978-81-319-1950-7","B.JAIN",,,,,,"823/SHA",,,,"SHAKESPEARE;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: AROUND THE WORLD IN 80 DAYS",,"978-81-319-1451-9","B.JAIN",,,,,,"823/VER",,,,"JULES VERNE;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: GULLIVER'S TRAVELS",,"978-81-319-1769-5","B.JAIN",,,,,,"823/SWI",,,,"SWIFT.JONATHAN;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: DR. JEKYLL AND MR HYDE",,"978-81-319-3028-1","B.JAIN",,,,,,"823/STE",,,,"STEVENSON.R.L.;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: THE THREE MUSKETEERS",,"978-81-319-1816-6","B.JAIN",,,,,,"823/DUM",,,,"DUMAS.ALEXANDRE;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: FRANKENSTEIN",,"978-81-319-1779-4","B.JAIN",,,,,,"823/SHE",,,,"SHELLEY.MARY;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: ROBIN HOOD",,"978-81-319-1771-8","B.JAIN",,,,,,"823/PEG",,,,,,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: PETER PAN",,"978-81-319-3024-3","B.JAIN",,,,,,"823/BAR",,,,"BARRIE.J.M;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: KING SOLOMAN'S MINES",,"978-81-319-1926-2","B.JAIN",,,,,,"823/HAG",,,,"HAGGARD.H.RIDER;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: ADVENTURES OF HUCKLEBERRY FINN",,"978-81-319-1455-7","B.JAIN",,,,,,"823/TWA",,,,"TWAIN.MARK;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: OLIVER TWIST",,"978-81-319-1770-1","B.JAIN",,,,,,"823/DIC",,,,"DICKENS.CHARLES;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: LITTLE WOMEN",,"978-81-319-1459-5","B.JAIN",,,,,,"823/ALC",,,,"ALCOTT.LOUISA MAY;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: THE TIME MACHINE",,"978-81-319-1458-8","B.JAIN",,,,,,"823/WEL",,,,"WELLS.H.G.;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: A JOURNEY TO THE CENTRE OF THE EARTH",,"978-81-319-1778-7","B.JAIN",,,,,,"823/VER",,,,"VERNE.JULES;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: TREASURE ISLAND",,"978-81-319-1456-4","B.JAIN",,,,,,"823/STE",,,,"STEVENSON.ROBERT LOUIS;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: SWISS FAMILY ROBINSON",,"978-81-319-1452-6","B.JAIN",,,,,,"823/WYS",,,,"WYSS.JOHANN;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: TOM BROWN'S SCHOOLDAYS",,"978-81-319-1454-0","B.JAIN",,,,,,"823/HUG",,,,"HUGHES.THOMAS;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: THE AVENTURES OF TOM SAWYER",,"978-81-319-1453-3","B.JAIN",,,,,,"823/TWA",,,,"TWAIN.MARK;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS ABRIDGED CLASSICS: DAVID COPPERFIELD",,"978-81-319-1457-1","B.JAIN",,,,,,"823/DIC",,,,"DICKENS.CHARLES;Author",,,,,75,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS YOUNG READERS: TIMELESS TALES",,"978-81-319-1730-5","B.JAIN",,,,,,"823/PEG",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS YOUNG READERS: PRINCESS STORIES",,"978-81-319-1731-2","B.JAIN",,,,,,"823/PEG",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS YOUNG READERS: AESOP'S FABLES",,"978-81-319-1729-9","B.JAIN",,,,,,"823/PEG",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS YOUNG READERS: TALES OF ADVENTURE",,"978-81-319-1728-2","B.JAIN",,,,,,"823/PEG",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS YOUNG READERS: CLEVER STORIES",,"978-81-319-1735-0","B.JAIN",,,,,,"823/PEG",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS YOUNG READERS: MAGICAL STORIES",,"978-81-319-1734-3","B.JAIN",,,,,,"823/PEG",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS YOUNG READERS: TREASURED ANIMAL STORIES",,"978-81-319-1732-9","B.JAIN",,,,,,"823/PEG",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS YOUNG READERS: FAIRY TALES",,"978-81-319-1733-6","B.JAIN",,,,,,"823/PEG",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS YOUNG READERS: FAVOURITE STORIES",,"978-81-319-1739-8","B.JAIN",,,,,,"823/PEG",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS YOUNG READERS: PRINCE AND PRINCESS STORIES",,"978-81-319-1736-7","B.JAIN",,,,,,"823/PEG",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS YOUNG READERS: ARABIAN NIGHTS",,"978-81-319-1737-4","B.JAIN",,,,,,"823/PEG",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS YOUNG READERS: CLEVER ANIMAL STORIES",,"978-81-319-1738-1","B.JAIN",,,,,,"823/PEG",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS YOUNG READERS: CLASSICS TALES",,"978-81-319-1744-2","B.JAIN",,,,,,"823/PEG",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS YOUNG READERS: ANIMAL STORIES",,"978-81-319-1746-6","B.JAIN",,,,,,"823/PEG",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS YOUNG READERS: ADVENTURE TALES",,"978-81-319-1745-9","B.JAIN",,,,,,"823/PEG",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PEGASUS YOUNG READERS: AMAZING STORIES",,"978-81-319-1747-3","B.JAIN",,,,,,"823/PEG",,,,,,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PHONICS FUN: ALPHABET BUDDIES(LEVEL 1a)",,"978-81-319-0683-5","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PHONICS FUN:PAT, JACK'S FAT CAT (LEVEL 1b)",,"978-81-319-0684-2","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PHONICS FUN: BILL AND THE FISH(LEVEL 2a)",,"978-81-319-0685-9","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PHONICS FUN:SPITE THE IMPOLITE (LEVEL 2b)",,"978-81-319-0686-6","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PHONICS FUN: BEAR CLARE'S PEAR (LEVEL 3a)",,"978-81-319-0687-3","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PHONICS FUN:FYODOR AND THE DINOSAUR(LEVEL 3b)",,"978-81-319-0688-0","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PHONICS FUN: FREDDIE(LEVEL 4a)",,"978-81-319-0689-7","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PHONICS FUN: MISS GRUNDY'S GREAT DANE GRAHAM(LEVEL 4b)",,"978-81-319-0690-3","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"BLACK BEAUTY",,"978-81-319-1996-5","B.JAIN",,,,,,"823/SEW",,,,"SEWELL.ANNA;Author",,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"PETER PAN",,"978-81-319-1994-1","B.JAIN",,,,,,"823/BAR",,,,"BARRIE.JAMES M.;Author",,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"THE WONDERFUL WIZARD OF Oz",,"978-81-319-1995-8","B.JAIN",,,,,,"823/BAU",,,,"BAUM.L.FRANK;Author",,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"GULLIVER'S TRAVELS",,"978-81-319-1993-4","B.JAIN",,,,,,"823/SWI",,,,"SWIFT.JONATHAN;Author",,,,,99,,"BULSAR BOOK STORE",,,,"STORY",
"GERALD GRUMBLE",,"978-81-319-0462-6","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"BRIAN BRAG",,"978-81-319-0457-2","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"GRETA GREEDY",,"978-81-319-0460-2","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"DAISY HAPPY",,"978-81-319-0461-9","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"CONFUCUS MUDDLE",,"978-81-319-0458-9","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"SNOOTY UPPITY",,"978-81-319-0465-7","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"SCURRY HURRY",,"978-81-319-0466-4","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"NOEL WORRY",,"978-81-319-0463-3","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"FRANK FORGETFUL",,"978-81-319-0459-6","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"SARA MISCHIEF",,"978-81-319-0464-0","B.JAIN",,,,,,"823/NAT",,,,"NATH.GITA;Author",,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE HORSE,HUNTER & THE STAG & OTHER STORIES",,"978-81-319-0897-6","B.JAIN",,,,,,"823/HOR",,,,,,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"BEAUTY & THE BEAST",,"978-81-319-0443-5","B.JAIN",,,,,,"823/BEA",,,,,,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"SLEEPING BEAUTY",,"978-81-319-0479-4","B.JAIN",,,,,,"823/SLE",,,,,,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"THE GINGERBREAD MAN",,"978-81-319-1120-4","B.JAIN",,,,,,"823/GIN",,,,,,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"THE BRAVE TIN SOLIDER",,"978-81-319-1127-3","B.JAIN",,,,,,"823/BRA",,,,,,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"THE THREE BILLY GOATS",,"978-81-319-1126-6","B.JAIN",,,,,,"823/THR",,,,,,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"THUMBELINA",,"978-81-319-0455-8","B.JAIN",,,,,,"823/THU",,,,,,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"PINOCCHIO",,"978-81-319-0451-0","B.JAIN",,,,,,"823/PIN",,,,,,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"LITTLE RED RIDING HOOD",,"978-81-319-0450-3","B.JAIN",,,,,,"823/LIT",,,,,,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"SNOW WHITE & THE SEVEN DRARFS",,"978-81-319-0480-0","B.JAIN",,,,,,"823/SNO",,,,,,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"THE ADVENTURES OF TOM SAWYER",,"978-81-319-0481-7","B.JAIN",,,,,,"823/ADV",,,,,,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"HANSEL & GRETEL",,"978-81-319-0446-6","B.JAIN",,,,,,"823/HAN",,,,,,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"JACK & THE BEANSTALK",,"978-81-319-0448-0","B.JAIN",,,,,,"823/JAC",,,,,,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"ADVENTURES OF HUCKLEBERRY FINN",,"978-81-319-0447-3","B.JAIN",,,,,,"823/ADV",,,,,,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"THE GIFT OF THE MAGI",,"978-81-319-1467-0","B.JAIN",,,,,,"823/GIF",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"LITTLE TOM THUMB",,"978-81-319-1121-1","B.JAIN",,,,,,"823/LIT",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE BREMEN TOWN MUSICIANS",,"978-81-319-1119-8","B.JAIN",,,,,,"823/BRE",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE THREE TREES",,"978-81-319-1469-4","B.JAIN",,,,,,"823/THR",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE MILLIONAIRE MISER",,"978-81-319-1464-9","B.JAIN",,,,,,"823/MIL",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"MASHA & THE BEAR",,"978-81-319-1462-5","B.JAIN",,,,,,"823/MAS",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"FORTY FORTUNES",,"978-81-319-1460-1","B.JAIN",,,,,,"823/FOR",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE FIR TREE",,"978-81-319-1465-6","B.JAIN",,,,,,"823/FIR",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE WOODEN SHOES",,"978-81-319-1466-3","B.JAIN",,,,,,"823/WOO",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE HIDDEN HUNTER",,"978-81-319-1461-8","B.JAIN",,,,,,"823/HID",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE MAGIC BROCADE",,"978-81-319-1463-2","B.JAIN",,,,,,"823/MAG",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE ANT & THE GRASSHOPPER & OTHER STORIES",,"978-81-319-0894-5","B.JAIN",,,,,,"823/ANT",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE HARE & THE TORTOISE & OTHER STORIES",,"978-81-319-0896-9","B.JAIN",,,,,,"823/HAR",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"HEIDI",,"978-81-319-0476-3","B.JAIN",,,,,,"823/HEI",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE LITTLE MERMAID",,"978-81-319-0477-0","B.JAIN",,,,,,"823/LIT",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"ALI COJIA AND THE JAR OF OLIVES",,"978-81-319-1118-1","B.JAIN",,,,,,"823/ALI",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE FROG PRINCE",,"978-81-319-0470-1","B.JAIN",,,,,,"823/FRO",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"UGLY DUCKLING",,"978-81-319-0482-4","B.JAIN",,,,,,"823/UGL",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE SLY FOX & THE LITTLE RED HEN",,"978-81-319-0453-4","B.JAIN",,,,,,"823/SLY",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"ROBINSON CRUSOE",,"978-81-319-0452-7","B.JAIN",,,,,,"823/ROB",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE ASS & THE LAPDOG & OTHER STORIES",,"978-81-319-0895-2","B.JAIN",,,,,,"823/ASS",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"CINDERELLA",,"978-81-319-0474-9","B.JAIN",,,,,,"823/CIN",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"GULLIVER'S TRAVELS",,"978-81-319-0445-9","B.JAIN",,,,,,"823/GUL",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"TREASURE ISLAND",,"978-81-319-0472-5","B.JAIN",,,,,,"823/TRE",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"PETER PAN",,"978-81-319-0478-7","B.JAIN",,,,,,"823/PET",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE MILKMAID & HER PAIL & OTHER STORIES",,"978-81-319-0898-3","B.JAIN",,,,,,"823/MIL",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"RAPUNZEL",,"978-81-319-0905-8","B.JAIN",,,,,,"823/RAP",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"PIED PIPER OF HAMELIN",,"978-81-319-0904-1","B.JAIN",,,,,,"823/PIE",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE NIGHTINGALE",,"978-81-319-0906-5","B.JAIN",,,,,,"823/NIG",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"JUNGLE BOOK",,"978-81-319-0449-7","B.JAIN",,,,,,"823/JUN",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"ALIBABA & THE FORTY THIEVES",,"978-81-319-0471-8","B.JAIN",,,,,,"823/ALI",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"PUSS IN BOOTS",,"978-81-319-0468-8","B.JAIN",,,,,,"823/PUS",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE WOLF & THE SEVEN KIDS",,"978-81-319-0907-2","B.JAIN",,,,,,"823/WOL",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"ALADDIN & THE MAGIC LAMP",,"978-81-319-0467-1","B.JAIN",,,,,,"823/ALA",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"GOLDILOCKS AND THE THREE BEARS",,"978-81-319-0475-6","B.JAIN",,,,,,"823/GOL",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"EMPEROR'S NEW CLOTHS",,"978-81-319-0903-4","B.JAIN",,,,,,"823/EMP",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"RUMPELSTILTSKIN",,"978-81-319-1122-8","B.JAIN",,,,,,"823/RUM",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"THE VOYAGE OF SINDBAD",,"978-81-319-1123-5","B.JAIN",,,,,,"823/VOY",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
"MY FAVOURITE CHRISTMAS STORIES",,"978-81-319-1496-0","B.JAIN",,,,,,"823/FAV",,,,,,,,,225,,"BULSAR BOOK STORE",,,,"STORY",
"MY FAVOURITE AESOP'S FABLES",,"978-81-319-1199-0","B.JAIN",,,,,,"823/FAV",,,,,,,,,225,,"BULSAR BOOK STORE",,,,"STORY",
"MY FAVOURITE FOLK TALES",,"978-81-319-1493-3","B.JAIN",,,,,,"823/FAV",,,,,,,,,225,,"BULSAR BOOK STORE",,,,"STORY",
"READ & SHINE: WORLD AROUND US LEVEL 4; JAMUNA",,"978-81-319-0635-4","B.JAIN",,,,,,"823/BAR",,,,"BARNETT.STEPHEN;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"READ & SHINE: WORLD AROUND US LEVEL 1 ;PLAYING WITH FRIENDS",,"978-81-319-0626-2","B.JAIN",,,,,,"823/BAR",,,,"BARNETT.STEPHEN;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"READ & SHINE: WORLD AROUND US LEVEL 1;NUMBERS",,"978-81-319-0631-6","B.JAIN",,,,,,"823/BAR",,,,"BARNETT.STEPHEN;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"READ & SHINE: WORLD AROUND US LEVEL 1;SAM THE CAT",,"978-81-319-0628-6","B.JAIN",,,,,,"823/BAR",,,,"BARNETT.STEPHEN;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"READ & SHINE: WORLD AROUND US LEVEL 1;MY HOME",,"978-81-319-0625-5","B.JAIN",,,,,,"823/BAR",,,,"BARNETT.STEPHEN;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"READ & SHINE: WORLD AROUND US LEVEL 2;WHERE ARE MY SOCKS?",,"978-81-319-0629-3","B.JAIN",,,,,,"823/BAR",,,,"BARNETT.STEPHEN;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"READ & SHINE: WORLD AROUND US LEVEL 2;WE LIKE ICE CREAM",,"978-81-319-0627-9","B.JAIN",,,,,,"823/BAR",,,,"BARNETT.STEPHEN;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"READ & SHINE: WORLD AROUND US LEVEL 2;IN THE GARDEN",,"978-81-319-0632-3","B.JAIN",,,,,,"823/BAR",,,,"BARNETT.STEPHEN;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"READ & SHINE: WORLD AROUND US LEVEL 2;TIME TO GET UP",,"978-81-319-0630-9","B.JAIN",,,,,,"823/BAR",,,,"BARNETT.STEPHEN;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"READ & SHINE: WORLD AROUND US LEVEL 3;AT THE ZOO",,"978-81-319-0633-0","B.JAIN",,,,,,"823/BAR",,,,"BARNETT.STEPHEN;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"READ & SHINE: WORLD AROUND US LEVEL 3;DOWN IN THE GRASS",,"978-81-319-0636-1","B.JAIN",,,,,,"823/BAR",,,,"BARNETT.STEPHEN;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"READ & SHINE: WORLD AROUND US LEVEL 3;A ROCKET TO THE MOON",,"978-81-319-0638-5","B.JAIN",,,,,,"823/BAR",,,,"BARNETT.STEPHEN;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"READ & SHINE: WORLD AROUND US LEVEL 3;IN THE TENT",,"978-81-319-0634-7","B.JAIN",,,,,,"823/BAR",,,,"BARNETT.STEPHEN;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"READ & SHINE: WORLD AROUND US LEVEL 4;THE BIG GAME",,"978-81-319-0637-8","B.JAIN",,,,,,"823/BAR",,,,"BARNETT.STEPHEN;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"READ & SHINE: WORLD AROUND US LEVEL 4;THE MYSTERY OF THE BURIED TREASURE",,"978-81-319-0639-2","B.JAIN",,,,,,"823/BAR",,,,"BARNETT.STEPHEN;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"READ & SHINE: WORLD AROUND US LEVEL 4;THE TROUBLE WITH DINOSAURS",,"978-81-319-0640-8","B.JAIN",,,,,,"823/BAR",,,,"BARNETT.STEPHEN;Author",,,,,50,,"BULSAR BOOK STORE",,,,"STORY",
"LEARNING TO COOK:MY FIRST EXPERIENCE LEVEL 2",,"978-81-319-1941-5","B.JAIN",,,,,,"823/LEA",,,,,,,,,40,,"BULSAR BOOK STORE",,,,"STORY",
