"ELECTRONIC PRINCIPLES",7,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","621.381",,,,"Malvino, Albert and Bates, David J","EC,TITLE,","02518",,"1","450",,"UNIQUE BOOK STORE",,,,"EC,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"MANAGEMENT INFORMATION SYSTEMS",7,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","658.4038011",,,,"O'Brien, James A and Marakas, George M","MANAG,TITLE,","02519",,"1","375",,"UNIQUE BOOK STORE",,,,"MANAG,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTERNET AND WEB TECHNOLOGY",7,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","004.276",,,,"RAJ, K.","CE, IT,","02520",,"1","295",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"SIGNALS AND SYSTEMS  ",3,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","621.38043","  ",,,"HSU, HWEI P  ","EC,TITLE,  ","02521",,"1","250  ",,"UNIQUE BOOK STORE",,,,"EC,TITLE,  ",,,,,,,,,,,,,,,,,,,,,,,,,
"ANTENNAS FOR ALL APPLICATIONS ",3,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","621.3824",,,,"KRAUS, JOHN, D.  AND MARHEFKA, RONALD, J.  AND KHAN, AHMAD, S. ","EC,TITLE,","02522",,"1","335",,"UNIQUE BOOK STORE",,,,"EC,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"ENGINEERING ELECTROMAGNETICS ",7,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","621.3",,,,"HAYT, W, H. AND BUCK, J, A. ","EC,","02523",,"1","260",,"UNIQUE BOOK STORE",,,,"EC,",,,,,,,,,,,,,,,,,,,,,,,,,
"STRENGTH OF MATERIALS",4,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","620.11",,,,"Nash, William A","ME,TITLE,","02524",,"1","260",,"UNIQUE BOOK STORE",,,,"ME,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"MODERN DIGITAL ELECTRONICS",3,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","621.31",,,,"JAIN, R, P.","EC,","02525",,"1","250",,"UNIQUE BOOK STORE",,,,"EC,",,,,,,,,,,,,,,,,,,,,,,,,,
"COMPUTER NETWORKING",,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","004.65",,,,"Tittel, Ed","CE, IT,","02526",,"1","199",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"NETWORKING: A BEGINNER'S GUIDE",4,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","004.31",,,,"Hallberg, Bruce A","CE, IT,TITLE,","02527",,"1","425",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"CRYSTAL REPORTS XI: THE COMPLETE REFERENCE",2,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","651.780285536",,,,"Peck, George","GEN,TITLE,","02528",,"1","625",,"UNIQUE BOOK STORE",,,,"GEN,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"NEURAL NETWORKS: A CLASSROOM APPROACH",3,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","006.32",,,,"KUMAR, S.","CE, IT,TITLE,","02529",,"1","299",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTRODUCTION TO NEURAL NETWORKS USING MATLAB 6.0",2,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","006.32",,,,"Sivanandam, S. N and others","CE, IT,","02530",,"1","295",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"FUNDAMENTALS OF DIGITAL LOGIC WITH VERILOG DESIGN",7,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","621.392",,,,"Brown, Stephen and Vranesic, Zvonko","EC,TITLE,","02531",,"1","399",,"UNIQUE BOOK STORE",,,,"EC,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"VISUAL BASIC 6 FROM THE GROUND UP",24,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","005.133",,,,"Cornell, Gary","CE, IT,TITLE,","02532",,"1","450",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"PROGRAMMING IN C #",13,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","005.133",,,,"Balagurusamy, E","CE, IT,","02533",,"1","199",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"PROGRAMMING WITH C++",2,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","005.133",,,,"Ravichandra, D","CE, IT,TITLE,","02534",,"1","250",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"LEARN TO PROGRAM WITH JAVA",,,"TATA MCGRAW HILL",2002,,,,"ENGLISH","NEW DELHI","005.133",,,,"Smiley, John","CE, IT,TITLE,","02535",,"1","295",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"PRINCIPLES OF MULTIMEDIA",,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","005.74",,,,"Parekh, Ranjan","CE, IT,TITLE,","02536",,"1","350",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"ASP.NET: THE COMPLETE REFERENCE",7,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","005.133",,,,"MacDonald, Matthew","CE, IT,TITLE,","02537",,"1","550",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"ANALOG AND DIGITAL COMMUNICATIONS  ",2,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","621.382  ","  ",,,"HSU, H, P.  ","EC,TITLE,  ","02538",,"1","199  ",,"UNIQUE BOOK STORE",,,,"EC,TITLE,  ",,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTRONIC DEVICES AND CIRCUITS",2,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","621.3815",,,,"Cathey, J J","EC,","02539",,"1","235",,"UNIQUE BOOK STORE",,,,"EC,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTRODUCTION TO COMPUTER GRAPHICS",7,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","006.6",,,,"Krishnamurthy, N","CE, IT,TITLE,","02540",,"1","250",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"CAD CAM PRINCIPLES AND APPLICATIONS",2,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","670.285",,,,"Rao, P. Nageswara","ME,","02541",,"1","285",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"PROGRAMMING WITH JAVA: A PRIMER",3,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","005.133",,,,"BALAGURUSAMY, E.","CE, IT,","02542",,"1","250",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"MICROSOFT SQL SERVER 2005 NEW FEATURES",2,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","005.276",,,,"Otey, Michael","CE, IT,TITLE,","02543",,"1","350",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"MY SQL: THE COMPLETE REFERENCE",4,,"TATA MCGRAW HILL",2005,,,,"ENGLISH","NEW DELHI","005.7565",,,,"Vaswani, Vikram","CE, IT,TITLE,","02544",,"1","495",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"OPERATING SYSTEMS: A CONCEPT BASED APPROACH",2,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","005.43",,,,"DHAMDHERE, D, M.","CE, IT,TITLE,","02545",,"1","325",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"VLSI TECHNOLOGY",2,,"TATA MCGRAW HILL",2003,,,,"ENGLISH","NEW DELHI","621.3817",,,,"Sze, S M","EC,TITLE,","02546",,"1","250",,"UNIQUE BOOK STORE",,,,"EC,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"DIGITAL ELECTRONICS PRACTICE USING INTEGRATED CIRCUITS",24,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","621.395",,,,"Jain, R P and Anand, M M S","EC,TITLE,","02547",,"1","175",,"UNIQUE BOOK STORE",,,,"EC,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"BASIC ELECTRONICS AND LINEAR CIRCUITS",47,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","621.381",,,,"Bhargava, N N and others","EC,TITLE,","02548",,"1","175",,"UNIQUE BOOK STORE",,,,"EC,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"FUNDAMENTALS OF MOBILE AND PERVASIVE COMPUTING",2,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","621.38456",,,,"ADELSTEIN, F. AND OTHERS","EC,TITLE,","02549",,"1","350",,"UNIQUE BOOK STORE",,,,"EC,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"BASIC AND APPLIED THERMODYNAMICS",8,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","621.4021",,,,"Nag, P K","ME,TITLE,","02550",,"1","325",,"UNIQUE BOOK STORE",,,,"ME,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"ENGINEERING MECHANICS",3,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","620.1",,,,"Kumar, K L","ME,TITLE,","02551",,"1","285",,"UNIQUE BOOK STORE",,,,"ME,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTERNET AND INTRANET ENGINEERING",5,,"TATA MCGRAW HILL",2003,,,,"ENGLISH","NEW DELHI","004.67",,,,"DANIEL, M.","CE, IT,","02552",,"1","295",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"MATHEMATICAL ELEMENTS FOR COMPUTER GRAPHICS",2,,"TATA MCGRAW HILL",2002,,,,"ENGLISH","NEW DELHI","006.6",,,,"Rogers, David F and Adam, J. Alan","MATHS,TITLE,","02553",,"1","275",,"UNIQUE BOOK STORE",,,,"MATHS,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"DIGITAL ELECTRONICS AND MICROPROCESSORS PROBLEMS AND SOLUTIONS",25,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","621.381",,,,"Jain, R. P","EC,","02554",,"1","225",,"UNIQUE BOOK STORE",,,,"EC,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTRODUCTION TO MICROPROCESSORS",3,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","004.16",,,,"Mathur, Aditya P","CE, IT,TITLE,","02555",,"1","225",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"CLIENT SERVER COMPUTING",5,,"TATA MCGRAW HILL",2005,,,,"ENGLISH","NEW DELHI","004.36",,,,"Dewire, Dawna Travis","CE, IT,","02556",,"1","199",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"ARTIFICIAL INTELLIGENCE",2,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","006.3",,,,"RICH, E. AND KNIGHT, K. AND NAIR, S, B.","CE, IT,","02557",,"1","260",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTERNET: THE COMPLETE REFERENCE",2,,"TATA MCGRAW HILL",2002,,,,"ENGLISH","NEW DELHI","004.678",,,,"Young, Margaret Levine","CE, IT,TITLE,","02558",,"1","425",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"WEB SERVICES: AN INTRODUCTION",2,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","005.276",,,,"Kumar, B V and Subrahmanya, S V","CE, IT,TITLE,","02559",,"1","375",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"OBJECT ORIENTED ANALYSIS AND DESIGN",,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","001.6424",,,,"Kahate, Atul","CE, IT,","02560",,"1","260",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"INDUSTRIAL ELECTRONICS: A TEXT LAB MANUAL",3,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","621.381",,,,"Zbar, Paul B.","EC,TITLE,","02561",,"1","250",,"UNIQUE BOOK STORE",,,,"EC,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTRODUCTION TO PC HARDWARE AND TROUBLESHOOTING",4,,"TATA MCGRAW HILL",2005,,,,"ENGLISH","NEW DELHI","004.160288",,,,"Meyers, Mike","CE, IT,TITLE,","02562",,"1","395",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"MICROPROCESSORS AND INTERFACING: CONCEPTS AND DESIGN",2,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","004.16",,,,"HALL, D, V.","CE, IT,","02563",,"1","325",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"2000 SOLVED PROBLEMS IN DIGITAL ELECTRONICS",,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","621.395076",,,,"BALI, S, P.","EC,","02564",,"1","285",,"UNIQUE BOOK STORE",,,,"EC,",,,,,,,,,,,,,,,,,,,,,,,,,
"DIGITAL COMPUTER ELECTRONICS",3,,"TATA MCGRAW HILL",1995,,,,"ENGLISH","NEW DELHI","621.381958",,,,"Malvino, Albert Paul and Brown, Jerald A.","CE, IT,TITLE,","02565",,"1","365",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"GRAPH THEORY",5,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","511.5",,,,"Balkrishnan, V. K","CE, IT,TITLE,","02566",,"1","225",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"BOOLEAN ALGEBRA AND SWITCHING CIRCUITS",3,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","512.3815",,,,"Mendelson, Elliott","EC,TITLE,","02567",,"1","210",,"UNIQUE BOOK STORE",,,,"EC,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"COMMUNICATION SYSTEMS ANALOG AND DIGITAL",2,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","621.382",,,,"Singh, R P and Sapre, S D","EC,","02568",,"1","265",,"UNIQUE BOOK STORE",,,,"EC,",,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTRONIC COMMUNICATION SYSTEMS",4,,"TATA MCGRAW HILL",1999,,,,"ENGLISH","NEW DELHI","621.38",,,,"KENNEDY, G. AND DAVIS, B.","EC,","02569",,"1","299",,"UNIQUE BOOK STORE",,,,"EC,",,,,,,,,,,,,,,,,,,,,,,,,,
"MILLMAN`S PULSE DIGITAL AND SWITCHING WAVEFORMS",2,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","621.387",,,,"MILLMAN, JACOB. AND TAUB, H. AND RAO, M, S, P.","EC,","02570",,"1","350",,"UNIQUE BOOK STORE",,,,"EC,",,,,,,,,,,,,,,,,,,,,,,,,,
"MICROELECTRONICS ANALYSIS AND DESIGN",,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","621.38171",,,,"Natarajan, Sundaram","EC,TITLE,","02571",,"1","395",,"UNIQUE BOOK STORE",,,,"EC,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"COMMUNICATION THEORY",,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","621.382",,,,"Thomas, T G and Sekhar, S Chandra","EC,","02572",,"1","195",,"UNIQUE BOOK STORE",,,,"EC,",,,,,,,,,,,,,,,,,,,,,,,,,
"ADVANCED MICROPROCESSORS AND INTERFACING",13,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","004.16",,,,"RAM, BADRI.","CE, IT,","02573",,"1","175",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"e - COMMERCE THE CUTTING EDGE OF BUSINESS",2,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","658.11042",,,,"Bajaj, Kamlesh K and Nag Debjani","MANAG,","02574",,"1","450",,"UNIQUE BOOK STORE",,,,"MANAG,",,,,,,,,,,,,,,,,,,,,,,,,,
"NON CONVENTIONAL ENERGY SOURCES",,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","333.79",,,,"Khan, B H","CL,TITLE,","02575",,"1","165",,"UNIQUE BOOK STORE",,,,"CL,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"DIGITAL ELECTRONICS CIRCUITS AND SYSTEMS",14,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","621.395",,,,"Puri, V K","EC,","02576",,"1","175",,"UNIQUE BOOK STORE",,,,"EC,",,,,,,,,,,,,,,,,,,,,,,,,,
"ELECTRONIC ENGINEERING MATERIALS AND DEVICES",22,,"TATA MCGRAW HILL",2002,,,,"ENGLISH","NEW DELHI","621.3815",,,,"Allison, John","EC,","02577",,"1","175",,"UNIQUE BOOK STORE",,,,"EC,",,,,,,,,,,,,,,,,,,,,,,,,,
"NEURAL NETWORK FUNDAMENTALS WITH GRAPHS ALGORITHMS AND APPLICATIONS",10,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","612.95",,,,"Bose, N K and Liang, P.","CE, IT,TITLE,","02578",,"1","250",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"AN INTRODUCTION TO THE PRINCIPLES OF COMMUNICATION THEORY",26,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","621.38223",,,,"HANCOCK, J, C.","CE, IT,TITLE,","02579",,"1","150",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"DIGITAL FILTERS: ANALYSIS DESING AND APPLICATIONS",2,,"TATA MCGRAW HILL",1999,,,,"ENGLISH","NEW DELHI","621.3815324",,,,"Antonious, Andreas","EC,TITLE,","02580",,"1","275",,"UNIQUE BOOK STORE",,,,"EC,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"DIGITAL SIGNAL PROCESSING",21,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","621.3822",,,,"Salivahanan, S and others","EC,","02581",,"1","250",,"UNIQUE BOOK STORE",,,,"EC,",,,,,,,,,,,,,,,,,,,,,,,,,
"MICROWAVE ENGINEERING",18,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","621.3813",,,,"Das, Annapurna and Das, Sisir K","EC,TITLE,","02582",,"1","199",,"UNIQUE BOOK STORE",,,,"EC,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"INDUSTRIAL ELECTRONICS AND CONTROL",14,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","621.381",,,,"Bhattacharya, S K and Chatterjee, S","EC,TITLE,","02583",,"1","235",,"UNIQUE BOOK STORE",,,,"EC,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"COMMUNICATION NETWORKING PRINCIPLES AND PRACTICE",,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","621.3821",,,,"Kasera, Sumit and others","CE, IT,TITLE,","02584",,"1","330",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"OBJECT ORIENTED PROGRAMMING AND C++",3,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","005.133",,,,"Balagurusamy, E","CE, IT,","02585",,"1","210",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"MASTERING C",,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","005.133",,,,"VENUGOPAL, K, R, RAJKUMAR , RAVISHANKAR T","CE, IT,","02586",,"1","275",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"STRUCTURE AND PROPERTIES OF ENGINEERING MATERIALS",2,,"TATA MCGRAW HILL",2005,,,,"ENGLISH","NEW DELHI","620.112",,,,"MURTHY, V, S, R AND OTHERS","CL,TITLE,","02587",,"1","225",,"UNIQUE BOOK STORE",,,,"CL,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"MATERIALS SCIENCE",5,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","620.11",,,,"Rajendran, V and Marikani, A","ME,TITLE,","02588",,"1","195",,"UNIQUE BOOK STORE",,,,"ME,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"ENGINEERING THERMODYNAMICS",3,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","621.4021",,,,"Nag, P K","ME,","02589",,"1","240",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"ROBOTICS AND CONTROL",6,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","629.892",,,,"Mittal, R K and Nagrath, I J","ME,","02590",,"1","260",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"ADVANCED MECHANICS OF SOLIDS",2,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","620.105",,,,"Srinath, L, S.","ME,","02591",,"1","275",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"MATERIALS SCIENCE",3,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","620.11",,,,"Vijaya, M S and Rangarajan, G","ME,TITLE,","02592",,"1","225",,"UNIQUE BOOK STORE",,,,"ME,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"STRENGTH OF MATERIALS",2,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","620.11",,,,"Sarkar, B K","ME,TITLE,","02593",,"1","175",,"UNIQUE BOOK STORE",,,,"ME,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTRODUCTION TO ENGINEERING MATERIALS",20,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","620.11",,,,"Agarwal, B K","ME,","02594",,"1","210",,"UNIQUE BOOK STORE",,,,"ME,",,,,,,,,,,,,,,,,,,,,,,,,,
"CONTROL SYSTEMS",,,"TATA MCGRAW HILL",2000,,,,"ENGLISH","NEW DELHI","629.8",,,,"Ashok Kumar","EC,TITLE,","02595",,"1","199",,"UNIQUE BOOK STORE",,,,"EC,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTRODUCTION TO COMPUTERS AND C PROGRAMMING",6,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","004",,,,"Norton, Peter","CE, IT,TITLE,","02596",,"1","299",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"FUNDAMENTALS OF COMPUTING WITH C ++",,,"TATA MCGRAW HILL",2004,,,,"ENGLISH","NEW DELHI","005.133",,,,"Hubbard, John R","CE, IT,TITLE,","02597",,"1","250",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"INFORMATION TECHNOLOGY: THE BREAKING WAVE",,,"TATA MCGRAW HILL",1999,,,,"ENGLISH","NEW DELHI","004",,,,"Curtin, Dennis P and others","CE, IT,TITLE,","02598",,"1","225",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"DIGITAL COMPUTER ELECTRONICS",3,,"TATA MCGRAW HILL",1995,,,,"ENGLISH","NEW DELHI","621.381958",,,,"Malvno, Albert Paul and Brown, Jerald A","CE, IT,","02599",,"1","365",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"2000 SOLVED PROBLEMS IN DIGITAL ELECTRONICS",,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","621.395076",,,,"BALI, S, P.","EC,TITLE,","02600",,"1","285",,"UNIQUE BOOK STORE",,,,"EC,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"DATA STRUCTURES WITH C++",,,"TATA MCGRAW HILL",2004,,,,"ENGLISH","NEW DELHI","005.133",,,,"HUBBARD, J, R.","CE, IT,","02601",,"1","250",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"PROGRAMMING IN VISUAL BASIC.NET",3,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","005.133",,,,"BRADLEY, J, C. AND MILLSPAUGH, A, C.","CE, IT,TITLE,","02602",,"1","450",,"UNIQUE BOOK STORE",,,,"CE, IT,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"INTRODUCTION TO COMPUTERS",6,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","004",,,,"Norton, Peter","CE, IT,","02603",,"1","299",,"UNIQUE BOOK STORE",,,,"CE, IT,",,,,,,,,,,,,,,,,,,,,,,,,,
"WORKSHOP PRACTICE",3,,"TATA MCGRAW HILL",2007,,,,"ENGLISH","NEW DELHI","621.7",,,,"Bawa, H S","ME,TITLE,","02604",,"1","135",,"UNIQUE BOOK STORE",,,,"ME,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
"PRINTED CIRCUIT BOARDS",,,"TATA MCGRAW HILL",2005,,,,"ENGLISH","NEW DELHI","621.38412",,,,"Khandpur, R S","EC,","02605",,"1","410",,"UNIQUE BOOK STORE",,,,"EC,",,,,,,,,,,,,,,,,,,,,,,,,,
"PRINTED CIRCUIT BOARDS",29,,"TATA MCGRAW HILL",2006,,,,"ENGLISH","NEW DELHI","621.38412",,,,"Bosshart, Walter C","EC,TITLE,","02606",,"1","325",,"UNIQUE BOOK STORE",,,,"EC,TITLE,",,,,,,,,,,,,,,,,,,,,,,,,,
