Title,Edition,ISBN,Publisher Name,Publishing Year,Serial Title,Call Number,Language,publishing place,Classification,Notes,Image,File Attach,Author,Subject,Item Start value,Specific Detail Info,Copies,Price,label,Supplier,Subtitle,Keyword,Book review,Standards,Frequency,
Martha Gives Advice,,,Chick fill Publication,2000,,1565,English,,,,,,Raye Lankford,,1565,,1,$2.99 ,,,,,,,,
Baby Grizzly ,,,Longmeadow Press,2001,,1566,English,,,,,,Beth Spanjian,,1566,,1,$2.50 ,,,,,,,,
Heckedy Peg,,,Voyager Books,1987,,1567,English,,,,,,Audrey Wood,,1567,,1,$7.00 ,,,,,,,,
Small Treasures,,,Scholastic Printing New York,1994,,1568,English,,,,,,Akimi Gibson,,1568,,1,$1.50 ,,,,,,,,
"Gregory, The Terrible Eater",,,Scholastic Printing New York,1995,,1569,English,,,,,,Mitchell Sharmat,,1569,,1,$1.50 ,,,,,,,,
"Say It, Sign It",,,Scholastic Printing New York,1994,,1570,English,,,,,,Elaine Epstein,,1570,,1,$2.99 ,,,,,,,,
The Tale of Peter Rabit,,,Scholastic Printing New York,1995,,1571,English,,,,,,Beatrix Potter,,1571,,1,$2.99 ,,,,,,,,
The Hare and the Tortoise,,,Priority Publication,2000,,1572,English,,,,,,Priority Pub,,1572,,1,$1.99 ,,,,,,,,
The Ugly Duckling,,,Ambassador Record Pub ,2001,,1573,English,,,,,,Peter Pan,,1573,,1,$2.50 ,,,,,,,,
Teletubbies,,,Scholastic Printing New York,2001,,1574,English,,,,,,Regdoll,,1574,,1,$3.15 ,,,,,,,,
Scoobey Doo  And the Cyber Chase,,,Scholastic Printing New York,2001,,1575,English,,,,,,Jesse Leon ,,1575,,1,$3.50 ,,,,,,,,
Teacher You're an A plus,,,Harvest House Publishers,2003,,1576,English,,,,,,Cheryl Kirking,,1576,,1,$3.50 ,,,,,,,,
Lemonade with a Twist,,,Scholastic Printing New York,2004,,1577,English,,,,,,Steven Banks,,1577,,1,$3.99 ,,,,,,,,
Elizabeth and Ed,,,Scholastic Printing New York,1992,,1578,English,,,,,,Marilyn Sadler,,1578,,1,$3.99 ,,,,,,,,
Our Class Our World,,,Scholastic Printing New York,2007,,1579,English,,,,,,David Parker,,1579,,1,$3.99 ,,,,,,,,
A Hippopotamus ate the Teacher,,,Avon Books pub.,1981,,1580,English,,,,,,Mike Thaler,,1580,,1,$2.75 ,,,,,,,,
The Teddy Bears Have A Dream,,,Tormont International Ltd.,1992,,1581,English,,,,,,Colour  book ,,1581,,1,$2.50 ,,,,,,,,
Town Mouse Country Mouse,,,Editorial Everest ,2001,,1582,English,,,,,,Miguel Angel Martin,,1582,,1,$2.50 ,,,,,,,,
Mc.Duff's New Friend,,,Scholastic Printing New York,1999,,1583,English,,,,,,Rosemary Wells,,1583,,1,$3.99 ,,,,,,,,
Flashy Fantastic Rain Forest Frogs,,,Scholastic Printing New York,1997,,1584,English,,,,,,Kendahl Jan Jubb,,1584,,1,$3.99 ,,,,,,,,
The Sly Fox and the Little Red Hen,,,Reader's World,2001,,1585,English,,,,,,Rickie,,1585,,1,25,,,,,,,,
A Day With My Family,,,Scholastic Printing New York,2007,,1586,English,,,,,,David Parker,,1586,,1,$3.99 ,,,,,,,,
Mouse's First Halloween,,,Scholastic Printing New York,2000,,1587,English,,,,,,Lauren Thomson,,1587,,1,$3.99 ,,,,,,,,
The Children of Fatima,,,Scholastic Printing New York,2000,,1588,English,,,,,,Frank Gaquere,,1588,,1,$1.50 ,,,,,,,,
Cassie's Cast,,,Macmillan Publishing New York,2001,,1589,English,,,,,,Katherine Lewis,,1589,,1,$1.50 ,,,,,,,,
Gus was A Friendly Ghost,,,William Morrow & Co.,1961,,1590,English,,,,,,Jane Thayer,,1590,,1,$3.99 ,,,,,,,,
Black Beauty Finds A Home,,,Troll Associates,1983,,1591,English,,,,,,I.M Richardson,,1591,,1,$3.75 ,,,,,,,,
Mama Rec & T The Prize,,,Orchard Book,2003,,1592,English,,,,,,Rachel Vail,,1592,,1,$3.99 ,,,,,,,,
A Bad Start For Santa Claus,,,Candlewick Press,1986,,1593,English,,,,,,Sarah Hayes,,1593,,1,$3.99 ,,,,,,,,
Water's Way ,,,Scholastic Printing New York,2001,,1594,English,,,,,,Lisa Westberg Peters,,1594,,1,$3.99 ,,,,,,,,
Franklin's Secret Club,,,Scholastic Printing New York,2001,,1595,English,,,,,,Brenda Clark,,1595,,1,$3.99 ,,,,,,,,
Catching The Wind,,,Mulberry Paperback Book,2001,,1596,English,,,,,,Joanne Ryder,,1596,,1,$4.95 ,,,,,,,,
Pinocchio,,,Scholastic Printing New York,1979,,1597,English,,,,,,Freya littledale,,1597,,1,$5.00 ,,,,,,,,
Turquoise Boy A Navajo Legend,,,Watermill press,1990,,1598,English,,,,,,Terri Cohlene,,1598,,1,$4.95 ,,,,,,,,
Many Moons,,,Scholastic Printing New York,1943,,1599,English,,,,,,James Thurber,,1599,,1,$4.95 ,,,,,,,,
The Three Little Pigs,,,Merrigold Press,1981,,1600,English,,,,,,Nina Barbaresi,,1600,,1,$2.95 ,,,,,,,,
The Littlest Angel,,,Scholastic Printing New York,2001,,1601,English,,,,,,Charles Tazewell,,1601,,1,$3.99 ,,,,,,,,
Purplicious,,,Scholastic Printing New York,2007,,1602,English,,,,,,Victoria Kann,,1602,,1,$3.99 ,,,,,,,,
Math Appeal,,,Scholastic Printing New York,2000,,1603,English,,,,,,Greg Tang,,1603,,1,$2.50 ,,,,,,,,
Lilly's Purple Plastic Purse,,,Scholastic Printing New York,2000,,1604,English,,,,,,Kevin Henkes,,1604,,1,$3.95 ,,,,,,,,
Cinderquacker,,,Scholastic Printing New York,2000,,1605,English,,,,,,Mike Thaler,,1605,,1,$3.99 ,,,,,,,,
Sylvester and the Magic Pebble,,,Trumpet Club Pub,1969,,1606,English,,,,,,Willam Steig,,1606,,1,$3.99 ,,,,,,,,
Stickeen,,,Scholastic Printing New York,1998,,1607,English,,,,,,John Muir,,1607,,1,$3.99 ,,,,,,,,
The Name Jar,,,Dell Dragonfly Books,2001,,1608,English,,,,,,Yangsook Choi,,1608,,1,$6.99 ,,,,,,,,
A Grand Old Tree,,,Scholastic Printing New York,2005,,1609,English,,,,,,Mary Newell,,1609,,1,$4.00 ,,,,,,,,
Learningland,,,Challenge Plus Workshop,1995,,1610,English,,,,,,Santoshi Shimomura,,1610,,1,$4.00 ,,,,,,,,
The Bus Ride,,,Foresman and Com.,1976,,1611,English,,,,,,Scott,,1611,,1,$3.99 ,,,,,,,,
When I was young in the Mountains,,,E.P Dutton,1982,,1612,English,,,,,,Cynthia Rylant,,1612,,1,$3.95 ,,,,,,,,
Geo Zone Taking care of the earth,,,Silver Burdett Ginn,1997,,1613,English,,,,,,Silver Burdertt,,1613,,1,$4.95 ,,,,,,,,
The Bugliest Bug,,,Scholastic Printing New York,2002,,1614,English,,,,,,Carol Diggory Shields,,1614,,1,$2.50 ,,,,,,,,
Young Cam Jansen and the Ice Skate Mystery,,,Scholastic Printing New York,2001,,1615,English,,,,,,David A Adler,,1615,,1,$2.50 ,,,,,,,,
The Nutcracker,,,Parragon Publishing,2007,,1616,English,,,,,,Gady Goldsack,,1616,,1,$3.95 ,,,,,,,,
A Friend for Sam,,,Scholastic Printing New York,2003,,1617,English,,,,,,Mary Labatt,,1617,,1,$3.95 ,,,,,,,,
"Pirate School Ahoy, Ghost ship Ahead!",,,Grosset & Dunlap New York,2007,,1618,English,,,,,,Brian James,,1618,,1,$3.95 ,,,,,,,,
Thumbelina ,,,Priority Publication,2005,,1619,English,,,,,,Priority Pub,,1619,,1,$1.99 ,,,,,,,,
The Berenstain Bears Come Clean For the School,,,Harper Festival,2011,,1620,English,,,,,,Mike Berenstain,,1620,,1,$2.99 ,,,,,,,,
Ocean Playground Something Fishy,,,Creative Edge,2011,,1621,English,,,,,,Creative Pub,,1621,,1,$3.95 ,,,,,,,,
"Mother, Mother I want another",,,Scholastic Printing New York,1978,,1622,English,,,,,,Maria Polushkin,,1622,,1,$3.99 ,,,,,,,,
Tecumseh Shawnee War Chief,,,Troll Associates,1979,,1623,English,,,,,,Jane Fleischer,,1623,,1,$3.99 ,,,,,,,,
Tikki Tikki Tembo,,,Scholastic Printing New York,1968,,1624,English,,,,,,Arlene Mosel,,1624,,1,$3.99 ,,,,,,,,
Autumn Days,,,Penguin Group New York,1991,,1625,English,,,,,,Ann Schweninger,,1625,,1,$3.99 ,,,,,,,,
Lazy Ozzie,,,Scholastic Printing New York,1994,,1626,English,,,,,,Micheal Coleman,,1626,,1,$3.99 ,,,,,,,,
The Playground Problem,,,Simon & Schuster Children's Publishing,2004,,1627,English,,,,,,Margaret McNamara,,1627,,1,$3.99 ,,,,,,,,
A Parent Guide to Prayer,,,Loyala Press Ltd.,2005,,1628,English,,,,,, Loyala Press ,,1628,,1,$5.99 ,,,,,,,,
The Tusk Fairy,,,Troll Medallion,2005,,1629,English,,,,,,Nicola Smee,,1629,,1,$3.95 ,,,,,,,,
Mama Rec & T The Prize,,,Orchard Book,2003,,1630,English,,,,,,Rachel Vail,,1630,,1,$3.99 ,,,,,,,,
The Wild Christmas Reindeer,,,Scholastic Printing New York,2003,,1631,English,,,,,,Jan Brett,,1631,,1,$3.99 ,,,,,,,,
"Welcome, BabyAshley!",,,Reader's World,2001,,1632,English,,,,,,Lori Froeb,,1632,,1,$3.99 ,,,,,,,,
After the Flood,,,Macmillan Publishing New York,1997,,1633,English,,,,,,Joyce Durham,,1633,,1,$2.50 ,,,,,,,,
Business is Looking Up,,,Twenty-First Century Books,1988,,1634,English,,,,,,Barbara Aiello,,1634,,1,$3.99 ,,,,,,,,
Book About your Skeleton,,,Scholastic Printing New York,1994,,1635,English,,,,,,Ruth Below Gross,,1635,,1,$3.99 ,,,,,,,,
Froggy Learns to Swim,,,Puffins Books,1997,,1636,English,,,,,,Jonathan London ,,1636,,1,$5.99 ,,,,,,,,
Germs Make Me Sick!,,,The Trumpet Club New York,1985,,1637,English,,,,,,Melvin Berger,,1637,,1,$3.99 ,,,,,,,,
"Alexanderand the Terrible Horrible, No Good, Very Bad day",,,Scholastic Printing New York,1972,,1638,English,,,,,,Judith Viorst,,1638,,1,$3.99 ,,,,,,,,
All About Deer,,,Scholastic Printing New York,1996,,1639,English,,,,,,Jim Arnosky,,1639,,1,$5.99 ,,,,,,,,
Welcome to the Ice House,,,Scholastic Printing New York,1999,,1640,English,,,,,,Laura Regan,,1640,,1,$3.99 ,,,,,,,,
Pink Snow other Weird weather,,,Scholastic Printing New York,2000,,1641,English,,,,,,Jennifer Dussling,,1641,,1,$3.99 ,,,,,,,,
Real  Victory,,,Mahavideh Foundation,2008,,1642,English,,,,,,Dada Bhagvan,,1642,,1,$3.99 ,,,,,,,,
Birds in the Big woods,,,"Row, Peterson and company",2005,,1643,English,,,,,,Glenn O. Blough,,1643,,1,$3.99 ,,,,,,,,
Look Inside Cross-sections Planes,,,Dorling Kindersley Book,1994,,1644,English,,,,,,Hans Jenssen,,1644,,1,$5.95 ,,,,,,,,
James ,,,Egmont Imagination Ltd.,2000,,1645,English,,,,,,Robin Davies,,1645,,1,$2.50 ,,,,,,,,
The Little Red Hen,,,Meredith Books,2000,,1646,English,,,,,,Tomothy S. Donehoo,,1646,,1,$3.99 ,,,,,,,,
Toy story 3 Toy Trouble,,,Random House,2010,,1647,English,,,,,,Kiel Murray,,1647,,1,$3.99 ,,,,,,,,
Better Living,,,Jeevandeep Prakashan,2010,,1648,English,,,,,,Nicholas Soares,,1648,,1,$3.99 ,,,,,,,,
William Shakespeare & the Globe ,,,Scholastic Printing New York,2010,,1649,English,,,,,,Aliki,,1649,,1,$3.99 ,,,,,,,,
Suparhero ABC,,,Scholastic Printing New York,2006,,1650,English,,,,,,Bob Mcleod,,1650,,1,$3.99 ,,,,,,,,
What ?,,,Rand McNally & Company,2006,,1651,English,,,,,,Kathie Billingslea Smith,,1651,,1,$1.50 ,,,,,,,,
School is so Cool!,,,Euro Kids ,2000,,1652,English,,,,,,Euro book,,1652,,1,50,,,,,,,,
The Oakwood Monster,,,Creative Edge,2000,,1653,English,,,,,,Creative Pub,,1653,,1,$3.95 ,,,,,,,,
Scooby- Doo! The Haunted Road Trip,,,Scholastic Printing New York,2008,,1654,English,,,,,,Gail Herman,,1654,,1,$3.95 ,,,,,,,,
The Berenstain Bears Go To the Doctor,,,"Random House ,New York",2001,,1655,English,,,,,,Berenstain,,1655,,1,$.3.99,,,,,,,,
The Berenstain Bears Go To the Doctor,,,"Random House ,New York",2001,,1656,English,,,,,,Berenstain,,1656,,1,$.3.99,,,,,,,,
The Berenstain Bears And Real Easter Eggs,,,"Random House ,New York",2001,,1657,English,,,,,,Berenstain,,1657,,1,$.3.99,,,,,,,,
The Berenstain Bears And Real Easter Eggs,,,"Random House ,New York",2001,,1658,English,,,,,,Berenstain,,1658,,1,$.3.99,,,,,,,,
The Berenstain Bears Go To School,,,"Random House ,New York",2001,,1659,English,,,,,,Berenstain,,1659,,1,$.3.99,,,,,,,,
The Berenstain Bears Go To School,,,"Random House ,New York",2001,,1660,English,,,,,,Berenstain,,1660,,1,$.3.99,,,,,,,,
The Berenstain Bears Learn About Stangers,,,"Random House ,New York",2001,,1661,English,,,,,,Berenstain,,1661,,1,$.3.99,,,,,,,,
The Berenstain Bears  Learn About Stangers,,,"Random House ,New York",2001,,1662,English,,,,,,Berenstain,,1662,,1,$.3.99,,,,,,,,
The Berenstain Bears Learn About Stangers,,,"Random House ,New York",2001,,1663,English,,,,,,Berenstain,,1663,,1,$.3.99,,,,,,,,
The Berenstain Bears And too Much Pressure,,,"Random House ,New York",2001,,1664,English,,,,,,Berenstain,,1664,,1,$.3.99,,,,,,,,
The Berenstain Bears And too Much Pressure,,,"Random House ,New York",2001,,1665,English,,,,,,Berenstain,,1665,,1,$.3.99,,,,,,,,
The Berenstain Bears And the Bully ,,,"Random House ,New York",2001,,1666,English,,,,,,Berenstain,,1666,,1,$.3.99,,,,,,,,
The Berenstain Bears And the Bully ,,,"Random House ,New York",2001,,1667,English,,,,,,Berenstain,,1667,,1,$.3.99,,,,,,,,
The Berenstain Bears Trouble at School,,,"Random House ,New York",2001,,1668,English,,,,,,Berenstain,,1668,,1,$.3.99,,,,,,,,
The Berenstain Bears Trouble at School,,,"Random House ,New York",2001,,1669,English,,,,,,Berenstain,,1669,,1,$.3.99,,,,,,,,
The Berenstain Bears Trouble at School,,,"Random House ,New York",2001,,1670,English,,,,,,Berenstain,,1670,,1,$.3.99,,,,,,,,
The Berenstain Bears Forget their Manners,,,"Random House ,New York",2001,,1671,English,,,,,,Berenstain,,1671,,1,$.3.99,,,,,,,,
The Berenstain Bears Forget their Manners,,,"Random House ,New York",2001,,1672,English,,,,,,Berenstain,,1672,,1,$.3.99,,,,,,,,
The Berenstain Bears Too Much TV,,,"Random House ,New York",2001,,1673,English,,,,,,Berenstain,,1673,,1,$.3.99,,,,,,,,
The Berenstain Bears Too Much TV,,,"Random House ,New York",2001,,1674,English,,,,,,Berenstain,,1674,,1,$.3.99,,,,,,,,
The Berenstain Bears Don't Pollute,,,"Random House ,New York",2001,,1675,English,,,,,,Berenstain,,1675,,1,$.3.99,,,,,,,,
The Berenstain Bears Don't Pollute,,,"Random House ,New York",2001,,1676,English,,,,,,Berenstain,,1676,,1,$.3.99,,,,,,,,
The Berenstain Bears Bad Dream,,,"Random House ,New York",2001,,1677,English,,,,,,Berenstain,,1677,,1,$.3.99,,,,,,,,
The Berenstain Bears Bad Dream,,,"Random House ,New York",2001,,1678,English,,,,,,Berenstain,,1678,,1,$.3.99,,,,,,,,
The Berenstain Bears Bad Dream,,,"Random House ,New York",2001,,1679,English,,,,,,Berenstain,,1679,,1,$.3.99,,,,,,,,
The Berenstain Bears Meet Santa Bear,,,"Random House ,New York",2001,,1680,English,,,,,,Berenstain,,1680,,1,$.3.99,,,,,,,,
The Berenstain Bears Meet Santa Bear,,,"Random House ,New York",2001,,1681,English,,,,,,Berenstain,,1681,,1,$.3.99,,,,,,,,
The Berenstain Bears Meet Santa Bear,,,"Random House ,New York",2001,,1682,English,,,,,,Berenstain,,1682,,1,$.3.99,,,,,,,,
The Berenstain Bears And too Much Junk Food,,,"Random House ,New York",2001,,1683,English,,,,,,Berenstain,,1683,,1,$.3.99,,,,,,,,
The Berenstain Bears And too Much Junk Food,,,"Random House ,New York",2001,,1684,English,,,,,,Berenstain,,1684,,1,$.3.99,,,,,,,,
The Berenstain Bears And too Much Junk Food,,,"Random House ,New York",2001,,1685,English,,,,,,Berenstain,,1685,,1,$.3.99,,,,,,,,
The Berenstain Bears Visit the Dentist,,,"Random House ,New York",2001,,1686,English,,,,,,Berenstain,,1686,,1,$.3.99,,,,,,,,
The Berenstain Bears Visit the Dentist,,,"Random House ,New York",2001,,1687,English,,,,,,Berenstain,,1687,,1,$.3.99,,,,,,,,
The Berenstain Bears Visit the Dentist,,,"Random House ,New York",2001,,1688,English,,,,,,Berenstain,,1688,,1,$.3.99,,,,,,,,
The Berenstain Bears Trouble with Friends,,,"Random House ,New York",2001,,1689,English,,,,,,Berenstain,,1689,,1,$.3.99,,,,,,,,
The Berenstain Bears Trouble with Friends,,,"Random House ,New York",2001,,1690,English,,,,,,Berenstain,,1690,,1,$.3.99,,,,,,,,
The Berenstain Bears Trouble with Friends,,,"Random House ,New York",2001,,1691,English,,,,,,Berenstain,,1691,,1,$.3.99,,,,,,,,
The Berenstain Bears Trouble with Grownups,,,"Random House ,New York",2001,,1692,English,,,,,,Berenstain,,1692,,1,$.3.99,,,,,,,,
The Berenstain Bears Trouble with Grownups,,,"Random House ,New York",2001,,1693,English,,,,,,Berenstain,,1693,,1,$.3.99,,,,,,,,
The Berenstain Bears Trick or Treat,,,"Random House ,New York",2001,,1694,English,,,,,,Berenstain,,1694,,1,$.3.99,,,,,,,,
The Berenstain Bears Trick or Treat,,,"Random House ,New York",2001,,1695,English,,,,,,Berenstain,,1695,,1,$.3.99,,,,,,,,
The Berenstain Bears Trick or Treat,,,"Random House ,New York",2001,,1696,English,,,,,,Berenstain,,1696,,1,$.3.99,,,,,,,,
The Berenstain Bears Trick or Treat,,,"Random House ,New York",2001,,1697,English,,,,,,Berenstain,,1697,,1,$.3.99,,,,,,,,
The Berenstain Bears And the Messy Room,,,"Random House ,New York",2001,,1698,English,,,,,,Berenstain,,1698,,1,$.3.99,,,,,,,,
The Berenstain Bears And the Messy Room,,,"Random House ,New York",2001,,1699,English,,,,,,Berenstain,,1699,,1,$.3.99,,,,,,,,
The Berenstain Bears And the Messy Room,,,"Random House ,New York",2001,,1700,English,,,,,,Berenstain,,1700,,1,$.3.99,,,,,,,,
The Berenstain Bears Moving day,,,"Random House ,New York",2001,,1701,English,,,,,,Berenstain,,1701,,1,$.3.99,,,,,,,,
The Berenstain Bears Count their Blessings,,,"Random House ,New York",2001,,1702,English,,,,,,Berenstain,,1702,,1,$.3.99,,,,,,,,
The Berenstain Bears Get in a Fight,,,"Random House ,New York",2001,,1703,English,,,,,,Berenstain,,1703,,1,$.3.99,,,,,,,,
The Berenstain Bears And the Truth,,,"Random House ,New York",2001,,1704,English,,,,,,Berenstain,,1704,,1,$.3.99,,,,,,,,
The Berenstain Bears Double Dare,,,"Random House ,New York",2001,,1705,English,,,,,,Berenstain,,1705,,1,$.3.99,,,,,,,,
The Berenstain Bears And the Bad Habit,,,"Random House ,New York",2001,,1706,English,,,,,,Berenstain,,1706,,1,$.3.99,,,,,,,,
The Berenstain Bears Get in a Fight,,,"Random House ,New York",2001,,1707,English,,,,,,Berenstain,,1707,,1,$.3.99,,,,,,,,
The Berenstain Bears No Girls Allowed,,,"Random House ,New York",2001,,1708,English,,,,,,Berenstain,,1708,,1,$.3.99,,,,,,,,
The Berenstain Bears Get the Gimmies,,,"Random House ,New York",2001,,1709,English,,,,,,Berenstain,,1709,,1,$.3.99,,,,,,,,
The Berenstain Bears New Baby,,,"Random House ,New York",2001,,1710,English,,,,,,Berenstain,,1710,,1,$.3.99,,,,,,,,
The Berenstain Bears Go to Dinosaur,,,"Random House ,New York",2001,,1711,English,,,,,,Berenstain,,1711,,1,$.3.99,,,,,,,,
The Berenstain Bears In the Dark,,,"Random House ,New York",2001,,1712,English,,,,,,Berenstain,,1712,,1,$.3.99,,,,,,,,
The Berenstain Bears and the Green-Eyed Monster,,,"Random House ,New York",2001,,1713,English,,,,,,Berenstain,,1713,,1,$.3.99,,,,,,,,
The Berenstain Bears and the Blame Game,,,"Random House ,New York",2001,,1714,English,,,,,,Berenstain,,1714,,1,$.3.99,,,,,,,,
The Berenstain Bears and Too Much Vacation,,,"Random House ,New York",2001,,1715,English,,,,,,Berenstain,,1715,,1,$.3.99,,,,,,,,
Can it Rain Cats and Dogs?,,,Scholastic Printing New York,2001,,1716,English,,,,,,Gilda Berger,,1716,,1,$3.95 ,,,,,,,,
Going wind Exploring the Marin Headlands,,,Golden Gate National Parks Acc.,2001,,1717,English,,,,,,Bony Hinners,,1717,,1,$5.99 ,,,,,,,,
WarCraft II Tides of Darkness,,,Blizzard Entertainment,1995,,1718,English,,,,,,Blizzard,,1718,,1,$5.99 ,,,,,,,,
What is Round? ,,,Scholastic Printing New York,2000,,1719,English,,,,,,Rebecca ,,1719,,1,$2.50 ,,,,,,,,
Hip Cat,,,Scholastic Printing New York,1997,,1720,English,,,,,,Jonathan London ,,1720,,1,$3.99 ,,,,,,,,
What Mary Jo Shared,,,Scholastic Printing New York,1966,,1721,English,,,,,,Janice May Uday,,1721,,1,$3.99 ,,,,,,,,
Fox Makes Friends,,,Scholastic Printing New York,2005,,1722,English,,,,,,Adam Relf,,1722,,1,$3.99 ,,,,,,,,
Swim with Dolphins,,,Scholastic Printing New York,2005,,1723,English,,,,,,Chris Sawyer,,1723,,1,$3.99 ,,,,,,,,
Cassie's Cast,,,Mc Graw Hill Pub.,2005,,1724,English,,,,,,Katherine Lewis,,1724,,1,$3.99 ,,,,,,,,
Miss Damson's Car,,,Mc Graw Hill Pub.,2005,,1725,English,,,,,,Carly Easton,,1725,,1,$3.99 ,,,,,,,,
Three Cheers for Tacky,,,Scholastic Printing New York,2006,,1726,English,,,,,,Helen Lester,,1726,,1,$3.99 ,,,,,,,,
Amazing Mazes 3,,,Troll Associates,2001,,1727,English,,,,,,Ralf Heimann,,1727,,1,$3.95 ,,,,,,,,
Latters and Sounds,,,Scholastic Printing New York,2001,,1728,English,,,,,,Rosemary Wells,,1728,,1,$3.99 ,,,,,,,,
Stargazers ,,,Scholastic Printing New York,1994,,1729,English,,,,,,Gail Gibbons,,1729,,1,$3.99 ,,,,,,,,
Colonial Life,,,Crabtree Publishing House,1947,,1730,English,,,,,,Bobbie Kalman,,1730,,1,$7.95 ,,,,,,,,
Apt.3,,,Alladin Book,1986,,1731,English,,,,,,Ezra jack Keats,,1731,,1,$3.95 ,,,,,,,,
The Wild wood,,,Candlewick Press,1993,,1732,English,,,,,,Simon James,,1732,,1,$5.99 ,,,,,,,,
Box Turtle At Long Pond,,,A Trumpet Club,1989,,1733,English,,,,,,Willam T. George,,1733,,1,$3.99 ,,,,,,,,
Serious Farm,,,Houghton Mifflin Company,2003,,1734,English,,,,,,Tim Egan,,1734,,1,$5.95 ,,,,,,,,
On the Farm ,,,Houghton Mifflin Company,2003,,1735,English,,,,,,Luisa Laino,,1735,,1,$2.50 ,,,,,,,,
What Did Kim Catch?,,,GINN Publishing Inc.,1988,,1736,English,,,,,,Jill Eggleton,,1736,,1,$2.50 ,,,,,,,,
The Grumpy Goat,,,TED Smart,2000,,1737,English,,,,,,Heather Amery,,1737,,1,$2.50 ,,,,,,,,
Jonah & The Whale,,,Leap Frog publication,2001,,1738,English,,,,,,Leap Frog,,1738,,1,$1.50 ,,,,,,,,
"Does a Kangaroo Have a Mother, too?",,,Scholastic Printing New York,2000,,1739,English,,,,,,Eric Carle,,1739,,1,$3.99 ,,,,,,,,
Everett Anderson's ,,,Henry Holt and Company,1992,,1740,English,,,,,,Lucille Clifton,,1740,,1,$6.95 ,,,,,,,,
Bat's Big Game,,,Scholastic Printing New York,2009,,1741,English,,,,,,Margaret Read,,1741,,1,$3.99 ,,,,,,,,
The Hat,,,Scholastic Printing New York,1998,,1742,English,,,,,,Jan Brett,,1742,,1,$3.99 ,,,,,,,,
Five Little Monkeys Jumping on the Bed,,,Scholastic Printing New York,1989,,1743,English,,,,,,Eileen Christelow,,1743,,1,$4.50 ,,,,,,,,
Froggy's Halloween,,,Scholastic Printing New York,2000,,1744,English,,,,,,Jonathan London ,,1744,,1,$3.99 ,,,,,,,,
"Oh, What a Thanksgiving!",,,Scholastic Printing New York,1988,,1745,English,,,,,,Steven Kroll,,1745,,1,$3.99 ,,,,,,,,
Each Peach Pear Plum,,,Scholastic Printing New York,1988,,1746,English,,,,,,Allan Ahlberg,,1746,,1,$3.99 ,,,,,,,,
The World Turns Round and Round,,,Scholastic Printing New York,2000,,1747,English,,,,,,Nicki Weiss,,1747,,1,$5.50 ,,,,,,,,
If you Give a  Pig a Party,,,Harper Festival,2000,,1748,English,,,,,,Laura Numeroff,,1748,,1,$2.50 ,,,,,,,,
The Virtue of Patience,,,Leap Frog publication,2002,,1749,English,,,,,,Sarah Toast,,1749,,1,$2.50 ,,,,,,,,
Wombat Stew,,,Scholastic Printing New York,1999,,1750,English,,,,,,Marcia K Vaughan,,1750,,1,$2.50 ,,,,,,,,
The Spider Club,,,Open Court Publishing company,2000,,1751,English,,,,,,Alice Cary,,1751,,1,$2.50 ,,,,,,,,
Arthur's First Kiss,,,Random House,2001,,1752,English,,,,,,Marc Brown,,1752,,1,$3.99 ,,,,,,,,
Arthur's Goes to Camp,,,Random House,2001,,1753,English,,,,,,Marc Brown,,1753,,1,$3.99 ,,,,,,,,
When Sophie Gets Angry Really Really Angry,,,Scholastic Printing New York,2001,,1754,English,,,,,,Molly Bang,,1754,,1,$4.99 ,,,,,,,,
Wheels on the Bus,,,Crown Publishers Inc.,1990,,1755,English,,,,,,Sylvie Kantorovitz,,1755,,1,$3.99 ,,,,,,,,
The Juggler,,,Sunshine Books,2000,,1756,English,,,,,,Jillian Cutting,,1756,,1,$2.50 ,,,,,,,,
What will I do I can't Tie My Shoe?,,,Cartwheel Books,1997,,1757,English,,,,,,Heidi Kilgras,,1757,,1,$3.50 ,,,,,,,,
Ifyou give a pig a Pancake,,,Scholastic Printing New York,1998,,1758,English,,,,,,Laura Numeroff,,1758,,1,$3.50 ,,,,,,,,
Miss Moo Goes to the Zoo,,,Scholastic Printing New York,1998,,1759,English,,,,,,Kelly Graves,,1759,,1,$3.50 ,,,,,,,,
"Happy Easter, Little Critter",,,A Golden Books Publication,1988,,1760,English,,,,,,Mercer Mayer,,1760,,1,$3.50 ,,,,,,,,
What to Expect at Preschool,,,Harper Festival,2001,,1761,English,,,,,,Heidi Murkoff,,1761,,1,$3.99 ,,,,,,,,
Digimon Digital Monster Madness,,,Mordern Pub,2000,,1762,English,,,,,,Digimon,,1762,,1,$1.49 ,,,,,,,,
Frosty the Snowman,,,Landall Pub,1994,,1763,English,,,,,,Landall,,1763,,1,$2.50 ,,,,,,,,
Ten Black Dots,,,Scholastic Printing New York,1968,,1764,English,,,,,,Donald Crews,,1764,,1,$3.99 ,,,,,,,,
Fried Feathers for Thanksgiving,,,Scholastic Printing New York,1986,,1765,English,,,,,,James Stevenson,,1765,,1,$3.99 ,,,,,,,,
The Biggest easter Basket ever,,,Scholastic Printing New York,2008,,1766,English,,,,,,Steven Kroll,,1766,,1,$3.99 ,,,,,,,,
Trains,,,Scholastic Printing New York,1988,,1767,English,,,,,,Gail Gibbons,,1767,,1,$3.99 ,,,,,,,,
